ID_Caja;Codigo_Poliza;ID_Cliente;Numero_Recibo;Monto_Pago
57;IN-IL-004074;231;000000972;0.66
57;IN-IL-004075;232;000000973;0.66
57;IN-IL-004076;233;000000974;0.66
57;IN-IL-004077;234;000000974;0.66
57;IN-IL-004078;235;000000975;0.66
57;IN-IL-004079;236;000000976;0.66
57;IN-IL-004080;187;000000977;0.66
57;IN-IL-004081;188;000000978;0.66
57;IN-IL-004082;189;000000979;0.66
57;IN-IL-004083;190;000000980;0.66
57;IN-IL-004084;191;000000981;0.66
57;IN-IL-004085;192;000000981;0.66
57;IN-IL-004086;193;000000982;0.66
57;IN-IL-004087;194;000000983;0.66
57;IN-IL-004088;195;000000984;0.66
57;IN-IL-004089;196;000000985;0.66
57;IN-IL-004090;197;000000986;0.66
57;IN-IL-004091;198;000000987;0.66
57;IN-IL-004092;199;000000988;0.66
57;IN-IL-004093;200;000000988;0.66
57;IN-IL-004094;201;000000989;0.66
57;IN-IL-004095;202;000000990;0.66
57;IN-IL-004096;203;000000991;0.66
57;IN-IL-004097;204;000000991;0.66
57;IN-IL-004098;205;000000992;0.66
57;IN-IL-004099;206;000000993;0.66
57;IN-IL-004100;207;000000994;0.66
57;IN-IL-004101;208;000000994;0.66
57;IN-IL-004102;209;000000995;0.66
57;IN-IL-004103;210;000000996;0.66
57;IN-IL-004104;211;000000997;0.66
57;IN-IL-004105;212;000000997;0.66
57;IN-IL-004106;213;000000998;0.66
57;IN-IL-004107;214;000000999;0.66
57;IN-IL-004108;215;000001000;0.66
57;IN-IL-004109;216;000001001;0.66
57;IN-IL-004110;217;000001002;0.66
57;IN-IL-004111;218;000001002;0.66
57;IN-IL-004113;220;000001003;0.66
57;IN-IL-004114;221;000001004;0.66
57;IN-IL-004115;222;000001004;0.66
57;IN-IL-004116;223;000001005;0.66
57;IN-IL-004117;224;000001006;0.66
57;IN-IL-004118;225;000001006;0.66
57;IN-IL-004119;226;000001007;0.66
57;IN-IL-004120;227;000001008;0.66
57;IN-IL-004121;228;000001009;0.66
57;IN-IL-004122;229;000001010;0.66
57;IN-IL-004123;230;000001011;0.66
57;IN-IL-004124;231;000001012;0.66
57;IN-IL-004125;232;000001013;0.66
57;IN-IL-004126;233;000001014;0.66
57;IN-IL-004127;234;000001015;0.66
57;IN-IL-004128;235;000001016;0.66
57;IN-IL-004129;236;000001017;0.66
57;IN-IL-004130;187;000001017;0.66
57;IN-IL-004131;188;000001018;0.66
57;IN-IL-004132;189;000001019;0.66
57;IN-IL-004133;190;000001019;0.66
57;IN-IL-004134;191;000001020;0.66
57;IN-IL-004135;192;000001021;0.66
57;IN-IL-004136;193;000001021;0.66
57;IN-IL-004137;194;000001022;0.66
57;IN-IL-004138;195;000001023;0.66
57;IN-IL-004139;196;000001024;0.66
57;IN-IL-004140;197;000001025;0.66
57;IN-IL-004141;198;000001026;0.66
57;IN-IL-004142;199;000001027;0.66
57;IN-IL-004143;200;000001028;0.66
57;IN-IL-004144;201;000001029;0.66
57;IN-IL-004145;202;000001030;0.66
57;IN-IL-004146;203;000001031;0.66
57;IN-IL-004147;204;000001032;0.66
57;IN-IL-004148;205;000001033;0.66
57;IN-IL-004149;206;000001034;0.66
57;IN-IL-004150;207;000001035;0.66
57;IN-IL-004151;208;000001036;0.66
57;IN-IL-004152;209;000001037;0.66
57;IN-IL-004153;210;000001038;0.66
57;IN-IL-004154;211;000001039;0.66
57;IN-IL-004155;212;000001040;0.66
57;IN-IL-004156;213;000001041;0.66
57;IN-IL-004157;214;000001042;0.66
57;IN-IL-004158;215;000001043;0.66
57;IN-IL-004159;216;000001044;0.66
57;IN-IL-004160;217;000001045;0.66
57;IN-IL-004161;218;000001046;0.66
57;IN-IL-004162;219;000001047;0.66
57;IN-IL-004163;220;000001048;0.66
57;IN-IL-004164;221;000001049;0.66
57;IN-IL-004167;221;000001050;0.66
57;IN-IL-004168;219;000001050;0.66
57;IN-IL-004169;223;000001050;0.66
57;IN-IL-004170;224;000001051;0.66
57;IN-IL-004171;225;000001051;0.66
57;IN-IL-004172;226;000001051;0.66
57;IN-IL-004173;227;000001052;0.66
57;IN-IL-004174;228;000001052;0.66
57;IN-IL-004175;229;000001052;0.66
57;IN-IL-004176;230;000001053;0.66
57;IN-IL-004177;231;000001053;0.66
57;IN-IL-004178;232;000001053;0.66
57;IN-IL-004179;233;000001054;0.66
57;IN-IL-004180;234;000001054;0.66
57;IN-IL-004181;235;000001054;0.66
57;IN-IL-004182;236;000001055;0.66
57;IN-IL-004183;187;000001055;0.66
57;IN-IL-004184;188;000001055;0.66
57;IN-IL-004185;189;000001056;0.66
57;IN-IL-004186;190;000001056;0.66
57;IN-IL-004187;191;000001056;0.66
57;IN-IL-004188;192;000001057;0.66
57;IN-IL-004189;193;000001057;0.66
57;IN-IL-004190;194;000001057;0.66
57;IN-IL-004191;195;000001058;0.66
57;IN-IL-004192;196;000001058;0.66
57;IN-IL-004193;197;000001058;0.66
57;IN-IL-004194;198;000001059;0.66
57;IN-IL-004195;199;000001059;0.66
57;IN-IL-004196;200;000001059;0.66
57;IN-IL-004197;201;000001060;0.66
57;IN-IL-004198;202;000001060;0.66
57;IN-IL-004199;203;000001061;0.66
57;IN-IL-004200;204;000001062;0.66
57;IN-IL-004201;205;000001063;0.66
57;IN-IL-004202;206;000001063;0.66
57;IN-IL-004203;207;000001064;0.66
57;IN-IL-004204;208;000001065;0.66
57;IN-IL-004205;209;000001065;0.66
57;IN-IL-004206;210;000001066;0.66
57;IN-IL-004207;211;000001067;0.66
57;IN-IL-004208;212;000001067;0.66
57;IN-IL-004209;213;000001068;0.66
57;IN-IL-004210;214;000001069;0.66
57;IN-IL-004211;215;000001069;0.66
57;IN-IL-004212;216;000001070;0.66
57;IN-IL-004213;217;000001071;0.66
57;IN-IL-004214;218;000001071;0.66
57;IN-IL-004215;219;000001072;0.66
57;IN-IL-004216;220;000001073;0.66
57;IN-IL-004217;221;000001073;0.66
57;IN-IL-004218;222;000001074;0.66
57;IN-IL-004219;223;000001075;0.66
57;IN-IL-004220;224;000001075;0.66
57;IN-IL-004221;225;000001076;0.66
57;IN-IL-004222;226;000001077;0.66
57;IN-IL-004223;227;000001077;0.66
57;IN-IL-004224;228;000001078;0.66
57;IN-IL-004225;229;000001079;0.66
57;IN-IL-004226;230;000001080;0.66
57;IN-IL-004227;231;000001081;0.66
57;IN-IL-004228;232;000001082;0.66
57;IN-IL-004229;233;000001083;0.66
57;IN-IL-004230;234;000001084;0.66
57;IN-IL-004231;235;000001085;0.66
57;IN-IL-004232;236;000001086;0.66
57;IN-IL-004233;187;000001087;0.66
57;IN-IL-004234;188;000001088;0.66
57;IN-IL-004235;189;000001089;0.66
57;IN-IL-004236;190;000001090;0.66
57;IN-IL-004237;191;000001091;0.66
57;IN-IL-004238;192;000001092;0.66
57;IN-IL-004239;193;000001093;0.66
57;IN-IL-004240;194;000001094;0.66
57;IN-IL-004241;195;000001095;0.66
57;IN-IL-004242;196;000001096;0.66
57;IN-IL-004243;197;000001097;0.66
57;IN-IL-004244;198;000001097;0.66
57;IN-IL-004245;199;000001098;0.66
57;IN-IL-004246;200;000001099;0.66
57;IN-IL-004247;201;000001099;0.66
57;IN-IL-004248;202;000001100;0.66
57;IN-IL-004249;203;000001101;0.66
57;IN-IL-004250;204;000001101;0.66
57;IN-IL-004251;205;000001102;0.66
57;IN-IL-004252;206;000001103;0.66
57;IN-IL-004253;207;000001103;0.66
57;IN-IL-004254;208;000001104;0.66
57;IN-IL-004255;209;000001105;0.66
57;IN-IL-004256;210;000001105;0.66
57;IN-IL-004257;211;000001106;0.66
57;IN-IL-004258;212;000001107;0.66
57;IN-IL-004259;213;000001107;0.66
57;IN-IL-004260;214;000001108;0.66
57;IN-IL-004261;215;000001109;0.66
57;IN-IL-004262;216;000001109;0.66
57;IN-IL-004263;217;000001110;0.66
57;IN-IL-004264;218;000001111;0.66
57;IN-IL-004265;219;000001111;0.66
57;IN-IL-004266;220;000001112;0.66
57;IN-IL-004267;221;000001113;0.66
57;IN-IL-004268;222;000001113;0.66
57;IN-IL-004269;223;000001114;0.66
57;IN-IL-004270;224;000001115;0.66
57;IN-IL-004271;225;000001115;0.66
57;IN-IL-004272;226;000001116;0.66
57;IN-IL-004273;227;000001117;0.66
57;IN-IL-004274;228;000001117;0.66
57;IN-IL-004275;229;000001118;0.66
57;IN-IL-004276;230;000001119;0.66
57;IN-IL-004277;231;000001119;0.66
57;IN-IL-004278;232;000001120;0.66
57;IN-IL-004279;233;000001121;0.66
57;IN-IL-004280;234;000001121;0.66
57;IN-IL-004281;235;000001122;0.66
57;IN-IL-004282;236;000001123;0.66
57;IN-IL-004283;187;000001123;0.66
57;IN-IL-004284;188;000001124;0.66
57;IN-IL-004285;189;000001125;0.66
57;IN-IL-004286;190;000001125;0.66
57;IN-IL-004287;191;000001126;0.66
57;IN-IL-004288;192;000001127;0.66
57;IN-IL-004289;193;000001127;0.66
57;IN-IL-004290;194;000001128;0.66
57;IN-IL-004291;195;000001129;0.66
57;IN-IL-004292;196;000001129;0.66
57;IN-IL-004293;197;000001130;0.66
57;IN-IL-004294;198;000001131;0.66
57;IN-IL-004295;199;000001131;0.66
57;IN-IL-004296;200;000001132;0.66
57;IN-IL-004297;201;000001133;0.66
57;IN-IL-004298;202;000001133;0.66
57;IN-IL-004299;203;000001134;0.66
57;IN-IL-004300;204;000001135;0.66
57;IN-IL-004301;205;000001135;0.66
57;IN-IL-004302;206;000001136;0.66
57;IN-IL-004303;207;000001137;0.66
57;IN-IL-004304;208;000001137;0.66
57;IN-IL-004305;209;000001138;0.66
57;IN-IL-004306;210;000001139;0.66
57;IN-IL-004307;211;000001139;0.66
57;IN-IL-004308;212;000001140;0.66
57;IN-IL-004309;213;000001141;0.66
57;IN-IL-004310;214;000001141;0.66
57;IN-IL-004311;215;000001142;0.66
57;IN-IL-004312;216;000001143;0.66
57;IN-IL-004313;217;000001143;0.66
57;IN-IL-004314;218;000001144;0.66
57;IN-IL-004315;219;000001145;0.66
57;IN-IL-004316;220;000001145;0.66
57;IN-IL-004317;221;000001146;0.66
57;IN-IL-004318;222;000001147;0.66
57;IN-IL-004319;223;000001147;0.66
57;IN-IL-004320;224;000001148;0.66
57;IN-IL-004321;225;000001149;0.66
57;IN-IL-004322;226;000001149;0.66
57;IN-IL-004323;227;000001150;0.66
57;IN-IL-004324;228;000001151;0.66
57;IN-IL-004325;229;000001151;0.66
57;IN-IL-004326;230;000001152;0.66
57;IN-IL-004327;231;000001153;0.66
57;IN-IL-004328;232;000001153;0.66
57;IN-IL-004329;233;000001154;0.66
57;IN-IL-004330;234;000001155;0.66
57;IN-IL-004331;235;000001155;0.66
57;IN-IL-004332;236;000001156;0.66
57;IN-IL-004333;187;000001157;0.66
57;IN-IL-004334;188;000001157;0.66
57;IN-IL-004335;189;000001158;0.66
57;IN-IL-004336;190;000001159;0.66
57;IN-IL-004337;191;000001159;0.66
57;IN-IL-004338;192;000001160;0.66
57;IN-IL-004339;193;000001161;0.66
57;IN-IL-004340;194;000001161;0.66
57;IN-IL-004341;195;000001162;0.66
57;IN-IL-004342;196;000001163;0.66
57;IN-IL-004343;197;000001163;0.66
57;IN-IL-004344;198;000001164;0.66
57;IN-IL-004345;199;000001165;0.66
57;IN-IL-004346;200;000001165;0.66
57;IN-IL-004347;201;000001166;0.66
57;IN-IL-004348;202;000001167;0.66
57;IN-IL-004349;203;000001167;0.66
57;IN-IL-004350;204;000001168;0.66
57;IN-IL-004351;205;000001169;0.66
57;IN-IL-004352;206;000001169;0.66
57;IN-IL-004353;207;000001170;0.66
57;IN-IL-004354;208;000001171;0.66
57;IN-IL-004355;209;000001171;0.66
57;IN-IL-004356;210;000001172;0.66
57;IN-IL-004357;211;000001173;0.66
57;IN-IL-004358;212;000001173;0.66
57;IN-IL-004359;213;000001174;0.66
57;IN-IL-004360;214;000001175;0.66
57;IN-IL-004361;215;000001175;0.66
57;IN-IL-004362;216;000001176;0.66
57;IN-IL-004363;217;000001177;0.66
57;IN-IL-004364;218;000001177;0.66
57;IN-IL-004365;219;000001178;0.66
57;IN-IL-004366;220;000001179;0.66
57;IN-IL-004367;221;000001179;0.66
57;IN-IL-004368;222;000001180;0.66
57;IN-IL-004369;223;000001181;0.66
57;IN-IL-004370;224;000001181;0.66
57;IN-IL-004371;225;000001182;0.66
57;IN-IL-004372;226;000001183;0.66
57;IN-IL-004373;227;000001183;0.66
57;IN-IL-004374;228;000001184;0.66
57;IN-IL-004375;229;000001185;0.66
57;IN-IL-004376;230;000001185;0.66
57;IN-IL-004377;231;000001186;0.66
57;IN-IL-004378;232;000001187;0.66
57;IN-IL-004379;233;000001187;0.66
57;IN-IL-004380;234;000001188;0.66
57;IN-IL-004381;235;000001189;0.66
57;IN-IL-004382;236;000001189;0.66
57;IN-IL-004383;187;000001190;0.66
57;IN-IL-004384;188;000001191;0.66
57;IN-IL-004385;189;000001191;0.66
57;IN-IL-004386;190;000001191;0.66
57;IN-IL-004387;191;000001192;0.66
57;IN-IL-004388;192;000001192;0.66
57;IN-IL-004389;193;000001192;0.66
57;IN-IL-004390;194;000001193;0.66
57;IN-IL-004391;195;000001193;0.66
57;IN-IL-004392;196;000001193;0.66
57;IN-IL-004393;197;000001194;0.66
57;IN-IL-004394;198;000001194;0.66
57;IN-IL-004395;199;000001194;0.66
57;IN-IL-004396;200;000001195;0.66
57;IN-IL-004397;201;000001195;0.66
57;IN-IL-004398;202;000001195;0.66
57;IN-IL-004399;203;000001196;0.66
57;IN-IL-004400;204;000001196;0.66
57;IN-IL-004401;205;000001196;0.66
57;IN-IL-004402;206;000001197;0.66
57;IN-IL-004403;207;000001197;0.66
57;IN-IL-004404;208;000001197;0.66
57;IN-IL-004405;209;000001198;0.66
57;IN-IL-004406;210;000001198;0.66
57;IN-IL-004407;211;000001198;0.66
57;IN-IL-004408;212;000001199;0.66
57;IN-IL-004409;213;000001199;0.66
57;IN-IL-004410;214;000001199;0.66
57;IN-IL-004411;215;000001200;0.66
57;IN-IL-004412;216;000001200;0.66
57;IN-IL-004413;217;000001200;0.66
57;IN-IL-004414;218;000001201;0.66
57;IN-IL-004415;219;000001201;0.66
57;IN-IL-004416;220;000001201;0.66
57;IN-IL-004417;221;000001202;0.66
57;IN-IL-004418;222;000001202;0.66
57;IN-IL-004419;223;000001202;0.66
57;IN-IL-004420;224;000001203;0.66
57;IN-IL-004421;225;000001203;0.66
57;IN-IL-004422;226;000001203;0.66
57;IN-IL-004423;227;000001204;0.66
57;IN-IL-004424;228;000001204;0.66
57;IN-IL-004425;229;000001204;0.66
57;IN-IL-004426;230;000001205;0.66
57;IN-IL-004427;231;000001205;0.66
57;IN-IL-004428;232;000001205;0.66
57;IN-IL-004429;233;000001206;0.66
57;IN-IL-004430;234;000001206;0.66
57;IN-IL-004431;235;000001206;0.66
57;IN-IL-004432;236;000001207;0.66
57;IN-IL-004433;187;000001207;0.66
57;IN-IL-004434;188;000001207;0.66
57;IN-IL-004435;189;000001208;0.66
57;IN-IL-004436;190;000001208;0.66
57;IN-IL-004437;191;000001208;0.66
57;IN-IL-004438;192;000001209;0.66
57;IN-IL-004439;193;000001209;0.66
57;IN-IL-004440;194;000001209;0.66
57;IN-IL-004441;195;000001210;0.66
57;IN-IL-004442;196;000001210;0.66
57;IN-IL-004443;197;000001210;0.66
57;IN-IL-004444;198;000001211;0.66
57;IN-IL-004445;199;000001211;0.66
57;IN-IL-004446;200;000001211;0.66
57;IN-IL-004447;201;000001212;0.66
57;IN-IL-004448;202;000001212;0.66
57;IN-IL-004449;203;000001212;0.66
57;IN-IL-004450;204;000001213;0.66
57;IN-IL-004451;205;000001213;0.66
57;IN-IL-004452;206;000001213;0.66
57;IN-IL-004453;207;000001214;0.66
57;IN-IL-004454;208;000001214;0.66
57;IN-IL-004455;209;000001214;0.66
57;IN-IL-004456;210;000001215;0.66
57;IN-IL-004457;211;000001215;0.66
57;IN-IL-004458;212;000001215;0.66
57;IN-IL-004459;213;000001216;0.66
57;IN-IL-004460;214;000001216;0.66
57;IN-IL-004461;215;000001217;0.66
57;IN-IL-004462;216;000001218;0.66
57;IN-IL-004463;217;000001218;0.66
57;IN-IL-004464;218;000001219;0.66
57;IN-IL-004465;219;000001220;0.66
57;IN-IL-004466;220;000001221;0.66
57;IN-IL-004467;221;000001221;0.66
57;IN-IL-004468;222;000001222;0.66
57;IN-IL-004469;223;000001222;0.66
57;IN-IL-004470;224;000001223;0.66
57;IN-IL-004471;225;000001224;0.66
57;IN-IL-004472;226;000001224;0.66
57;IN-IL-004473;227;000001225;0.66
57;IN-IL-004474;228;000001226;0.66
57;IN-IL-004475;229;000001226;0.66
57;IN-IL-004476;230;000001227;0.66
57;IN-IL-004477;231;000001228;0.66
57;IN-IL-004478;232;000001228;0.66
57;IN-IL-004479;233;000001229;0.66
57;IN-IL-004480;234;000001230;0.66
57;IN-IL-004481;235;000001230;0.66
57;IN-IL-004482;236;000001231;0.66
57;IN-IL-004483;187;000001232;0.66
57;IN-IL-004484;188;000001232;0.66
57;IN-IL-004485;189;000001233;0.66
57;IN-IL-004486;190;000001234;0.66
57;IN-IL-004487;191;000001234;0.66
57;IN-IL-004488;192;000001235;0.66
57;IN-IL-004489;193;000001236;0.66
57;IN-IL-004490;194;000001236;0.66
57;IN-IL-004491;195;000001237;0.66
57;IN-IL-004492;196;000001238;0.66
57;IN-IL-004493;197;000001238;0.66
57;IN-IL-004494;198;000001239;0.66
57;IN-IL-004495;199;000001240;0.66
57;IN-IL-004496;200;000001240;0.66
57;IN-IL-004497;201;000001241;0.66
57;IN-IL-004498;202;000001242;0.66
57;IN-IL-004499;203;000001242;0.66
57;IN-IL-004500;204;000001243;0.66
57;IN-IL-004501;205;000001244;0.66
57;IN-IL-004502;206;000001244;0.66
57;IN-IL-004503;207;000001245;0.66
57;IN-IL-004504;208;000001246;0.66
57;IN-IL-004505;209;000001246;0.66
57;IN-IL-004506;210;000001247;0.66
57;IN-IL-004507;211;000001248;0.66
57;IN-IL-004508;212;000001248;0.66
57;IN-IL-004509;213;000001249;0.66
57;IN-IL-004510;214;000001250;0.66
57;IN-IL-004511;215;000001250;0.66
57;IN-IL-004512;216;000001251;0.66
57;IN-IL-004513;217;000001252;0.66
57;IN-IL-004514;218;000001253;0.66
57;IN-IL-004515;219;000001254;0.66
57;IN-IL-004516;220;000001255;0.66
57;IN-IL-004517;221;000001255;0.66
57;IN-IL-004518;222;000001256;0.66
57;IN-IL-004519;223;000001257;0.66
57;IN-IL-004520;224;000001258;0.66
57;IN-IL-004521;225;000001259;0.66
57;IN-IL-004522;226;000001260;0.66
57;IN-IL-004523;227;000001261;0.66
57;IN-IL-004524;228;000001262;0.66
57;IN-IL-004525;229;000001263;0.66
57;IN-IL-004526;230;000001264;0.66
57;IN-IL-004527;231;000001265;0.66
57;IN-IL-004528;232;000001266;0.66
57;IN-IL-004529;233;000001267;0.66
57;IN-IL-004530;234;000001268;0.66
57;IN-IL-004531;235;000001269;0.66
57;IN-IL-004532;236;000001270;0.66
57;IN-IL-004533;187;000001271;0.66
57;IN-IL-004534;188;000001272;0.66
57;IN-IL-004535;189;000001272;0.66
57;IN-IL-004536;190;000001273;0.66
57;IN-IL-004537;191;000001274;0.66
57;IN-IL-004538;192;000001274;0.66
57;IN-IL-004539;193;000001275;0.66
57;IN-IL-004540;194;000001276;0.66
57;IN-IL-004541;195;000001276;0.66
57;IN-IL-004542;196;000001277;0.66
57;IN-IL-004543;197;000001278;0.66
57;IN-IL-004544;198;000001278;0.66
57;IN-IL-004545;199;000001279;0.66
57;IN-IL-004546;200;000001280;0.66
57;IN-IL-004547;201;000001280;0.66
57;IN-IL-004548;202;000001281;0.66
57;IN-IL-004549;203;000001282;0.66
57;IN-IL-004550;204;000001282;0.66
57;IN-IL-004551;205;000001283;0.66
57;IN-IL-004552;206;000001284;0.66
57;IN-IL-004553;207;000001284;0.66
57;IN-IL-004554;208;000001285;0.66
57;IN-IL-004555;209;000001286;0.66
57;IN-IL-004556;210;000001286;0.66
57;IN-IL-004557;211;000001287;0.66
57;IN-IL-004558;212;000001288;0.66
57;IN-IL-004559;213;000001288;0.66
57;IN-IL-004560;214;000001289;0.66
57;IN-IL-004561;215;000001290;0.66
57;IN-IL-004562;216;000001290;0.66
57;IN-IL-004563;217;000001291;0.66
57;IN-IL-004564;218;000001292;0.66
57;IN-IL-004565;219;000001292;0.66
57;IN-IL-004566;220;000001293;0.66
57;IN-IL-004567;221;000001294;0.66
57;IN-IL-004568;222;000001294;0.66
57;IN-IL-004569;223;000001295;0.66
57;IN-IL-004570;224;000001296;0.66
57;IN-IL-004571;225;000001296;0.66
57;IN-IL-004572;226;000001297;0.66
57;IN-IL-004573;227;000001298;0.66
57;IN-IL-004574;228;000001298;0.66
57;IN-IL-004575;229;000001299;0.66
57;IN-IL-004576;230;000001300;0.66
57;IN-IL-004577;231;000001300;0.66
57;IN-IL-004578;232;000001301;0.66
57;IN-IL-004579;233;000001302;0.66
57;IN-IL-004580;234;000001302;0.66
57;IN-IL-004581;235;000001303;0.66
57;IN-IL-004582;236;000001305;0.66
57;IN-IL-004583;187;000001304;0.66
57;IN-IL-004584;188;000001306;0.66
57;IN-IL-004585;189;000001307;0.66
57;IN-IL-004586;190;000001308;0.66
57;IN-IL-004587;191;000001309;0.66
57;IN-IL-004588;192;000001310;0.66
57;IN-IL-004589;193;000001311;0.66
57;IN-IL-004590;194;000001312;0.66
57;IN-IL-004591;195;000001313;0.66
57;IN-IL-004592;196;000001314;0.66
57;IN-IL-004593;197;000001315;0.66
57;IN-IL-004594;198;000001316;0.66
57;IN-IL-004595;199;000001317;0.66
57;IN-IL-004596;200;000001318;0.66
57;IN-IL-004597;201;000001319;0.66
57;IN-IL-004598;202;000001320;0.66
57;IN-IL-004599;203;000001321;0.66
57;IN-IL-004600;204;000001322;0.66
57;IN-IL-004601;205;000001323;0.66
57;IN-IL-004602;206;000001324;0.66
57;IN-IL-004603;207;000001325;0.66
57;IN-IL-004604;208;000001326;0.66
57;IN-IL-004605;209;000001327;0.66
57;IN-IL-004606;210;000001328;0.66
57;IN-IL-004607;211;000001329;0.66
57;IN-IL-004608;212;000001330;0.66
57;IN-IL-004609;213;000001331;0.66
57;IN-IL-004610;214;000001332;0.66
57;IN-IL-004611;215;000001333;0.66
57;IN-IL-004612;216;000001334;0.66
57;IN-IL-004613;217;000001335;0.66
57;IN-IL-004614;218;000001336;0.66
57;IN-IL-004615;219;000001337;0.66
57;IN-IL-004616;220;000001338;0.66
57;IN-IL-004617;221;000001339;0.66
57;IN-IL-004618;222;000001340;0.66
57;IN-IL-004619;223;000001341;0.66
57;IN-IL-004620;224;000001342;0.66
57;IN-IL-004621;225;000001343;0.66
57;IN-IL-004622;226;000001344;0.66
57;IN-IL-004623;227;000001345;0.66
57;IN-IL-004624;228;000001346;0.66
57;IN-IL-004625;229;000001347;0.66
57;IN-IL-004626;230;000001348;0.66
57;IN-IL-004627;231;000001349;0.66
57;IN-IL-004628;232;000001350;0.66
57;IN-IL-004629;233;000001351;0.66
57;IN-IL-004630;234;000001352;0.66
57;IN-IL-004631;235;000001353;0.66
57;IN-IL-004632;236;000001354;0.66
57;IN-IL-004633;187;000001355;0.66
57;IN-IL-004634;188;000001356;0.66
57;IN-IL-004635;189;000001357;0.66
57;IN-IL-004636;190;000001358;0.66
57;IN-IL-004637;191;000001359;0.66
57;IN-IL-004638;192;000001360;0.66
57;IN-IL-004639;193;000001361;0.66
57;IN-IL-004640;194;000001362;0.66
57;IN-IL-004641;195;000001363;0.66
57;IN-IL-004642;196;000001364;0.66
57;IN-IL-004643;197;000001365;0.66
57;IN-IL-004644;198;000001366;0.66
57;IN-IL-004645;199;000001367;0.66
57;IN-IL-004646;200;000001368;0.66
57;IN-IL-004647;201;000001369;0.66
57;IN-IL-004648;202;000001370;0.66
57;IN-IL-004649;203;000001371;0.66
57;IN-IL-004650;204;000001372;0.66
57;IN-IL-004651;205;000001373;0.66
57;IN-IL-004652;206;000001374;0.66
57;IN-IL-004653;207;000001375;0.66
57;IN-IL-004654;208;000001376;0.66
57;IN-IL-004655;209;000001377;0.66
57;IN-IL-004656;210;000001378;0.66
57;IN-IL-004657;211;000001379;0.66
